bucket	module	resource	slots	reason	value
SUBSTITUTABLE	feature/sharing/sharedassets	redeem_confirm_body_role	collection_label;thing	slots: collection_label, thing	You have been invited to share an aircraft as %1$s. Accept to add it to your fleet.
SUBSTITUTABLE	feature/sharing/sharedassets	redeem_confirm_title	thing	slots: thing	Aircraft invitation
SUBSTITUTABLE	feature/sharing/sharedassets	redeem_role_technician	technician	slots: technician	a technician
SUBSTITUTABLE	feature/sharing/sharedassets	redeem_success_body	collection_label;thing	slots: collection_label, thing	You now have access as %1$s. The aircraft will appear in your fleet shortly.
SUBSTITUTABLE	feature/sharing/sharedassets	revoke_confirm_body	thing	slots: thing	They lose access to this aircraft immediately, and their copy of its records is removed from their devices. If they made changes while offline that have not synced yet, those changes are lost.
SUBSTITUTABLE	feature/sharing/sharedassets	role_confirm_body	thing	slots: thing	This changes what they can do on this aircraft right away.
SUBSTITUTABLE	feature/sharing/sharedassets	sharing_sync_off_body	thing	slots: thing	Sharing needs Cloud Sync. Turn it on in Settings to invite people or manage access. Aircraft already shared with you stay readable, but will not update.
SUBSTITUTABLE	feature/squawk/sharedassets	add_squawk	squawk	slots: squawk	New squawk
SUBSTITUTABLE	feature/squawk/sharedassets	down_alert_title	down_status;thing	slots: down_status, thing	Aircraft on Ground
SUBSTITUTABLE	feature/squawk/sharedassets	edit_squawk	squawk	slots: squawk	Update squawk
SUBSTITUTABLE	feature/squawk/sharedassets	no_closed_squawks	squawk	slots: squawk	No closed squawks yet.
SUBSTITUTABLE	feature/squawk/sharedassets	no_open_squawks	squawk	slots: squawk	No open squawks
SUBSTITUTABLE	feature/squawk/sharedassets	no_open_squawks_description	squawk	slots: squawk	Tap + to report a defect or anomaly
SUBSTITUTABLE	feature/squawk/sharedassets	no_squawk_work_recorded	squawk	slots: squawk	No squawks addressed by this log
SUBSTITUTABLE	feature/squawk/sharedassets	priority_down	down_status	slots: down_status	AOG
SUBSTITUTABLE	feature/squawk/sharedassets	squawk_added	squawk	slots: squawk	Squawk reported
SUBSTITUTABLE	feature/squawk/sharedassets	squawk_description_label	squawk	slots: squawk	Description
SUBSTITUTABLE	feature/squawk/sharedassets	squawk_dismissed	squawk	slots: squawk	Squawk dismissed
SUBSTITUTABLE	feature/squawk/sharedassets	squawk_not_yet_addressed	squawk	slots: squawk	Not yet addressed by any log
SUBSTITUTABLE	feature/squawk/sharedassets	squawk_priority_label	squawk	slots: squawk	Priority
SUBSTITUTABLE	feature/squawk/sharedassets	squawk_reopened	squawk	slots: squawk	Squawk reopened
SUBSTITUTABLE	feature/squawk/sharedassets	squawk_reported_on	squawk	slots: squawk	Reported on
SUBSTITUTABLE	feature/squawk/sharedassets	squawk_status_addressed	squawk	slots: squawk	Addressed
SUBSTITUTABLE	feature/squawk/sharedassets	squawk_status_dismissed	squawk	slots: squawk	Dismissed
SUBSTITUTABLE	feature/squawk/sharedassets	squawk_title_label	squawk	slots: squawk	Issue Summary
SUBSTITUTABLE	feature/squawk/sharedassets	squawk_title_required	squawk	slots: squawk	Issue summary is required
SUBSTITUTABLE	feature/squawk/sharedassets	squawk_updated	squawk	slots: squawk	Squawk updated
SUBSTITUTABLE	feature/squawk/sharedassets	squawk_view_log	squawk	slots: squawk	View Log
SUBSTITUTABLE	feature/squawk/sharedassets	squawks	squawk	slots: squawk	Squawks
SUBSTITUTABLE	feature/squawk/sharedassets	view_squawks	squawk	slots: squawk	View Squawks
SUBSTITUTABLE	feature/squawk/update	dismiss_squawk_title	squawk	slots: squawk	Dismiss Without Addressing?
SUBSTITUTABLE	feature/squawk/update	dismiss_squawk_warning	squawk	slots: squawk	This squawk will be closed without recording corrective action. Please select a reason for dismissing this squawk.
SUBSTITUTABLE	feature/stresstest/config	fake_data_generator_description	squawk;thing	slots: squawk, thing	Populate fake aircraft, logs, squawks, and tasks for UI testing
SUBSTITUTABLE	feature/subscription/viewing	subscription_thing_free	thing	slots: thing	2
SUBSTITUTABLE	feature/subscription/viewing	subscription_thing_unlimited	thing	slots: thing	Unlimited
SUBSTITUTABLE	feature/subscription/viewing	subscription_compare_subhead	log	slots: log	The Basic bundle is free and provides the complete feature set as logbook, backed up and synced. The Pro bundle adds scale, attachments, collaboration and more.
SUBSTITUTABLE	feature/subscription/viewing	subscription_feature_thing	thing	slots: thing	Aircraft
SUBSTITUTABLE	feature/subscription/viewing	subscription_feature_records	squawk	slots: squawk	Logs, tasks &amp; squawks
SUBSTITUTABLE	feature/subscription/viewing	subscription_feature_sharing	thing	slots: thing	Share aircraft &amp; collaborate with others
SUBSTITUTABLE	feature/subscription/viewing	subscription_perk_thing_body	collection_label;log;thing	slots: collection_label, log, thing	Whole fleet in one logbook
SUBSTITUTABLE	feature/subscription/viewing	subscription_perk_thing_title	thing	slots: thing	Unlimited aircraft
SUBSTITUTABLE	feature/subscription/viewing	subscription_perk_sharing_body	technician	slots: technician	Invite owners and technicians
SUBSTITUTABLE	feature/subscription/viewing	upsell_body_add_thing	thing	slots: thing	Add unlimited aircraft with SquawkIt Pro.
SUBSTITUTABLE	feature/subscription/viewing	upsell_body_share	thing	slots: thing	Share aircraft and invite others with SquawkIt Pro.
SUBSTITUTABLE	feature/sync/settings	sync_status_off_body	thing	slots: thing	Local edits will not reach the cloud. Re-enable above to resume backups.\n\nShared aircraft stop updating. You keep a readable copy, but changes will not flow in either direction, and you cannot invite anyone or manage access.
SUBSTITUTABLE	feature/tasks/sharedassets	affects_n_tasks	task	slots: task	Affects %1$d maintenance task(s)
SUBSTITUTABLE	feature/tasks/sharedassets	maintenance_tasks	task	slots: task	Maintenance Tasks
SUBSTITUTABLE	feature/tasks/sharedassets	no_tasks_yet	task	slots: task	No maintenance tasks
SUBSTITUTABLE	feature/tasks/sharedassets	no_tasks_yet_description	task	slots: task	Tap + to add inspections, part replacements, and other checks.
SUBSTITUTABLE	feature/tasks/update	compliance_notes_hint	task	slots: task	e.g. One-time inspection of fuel lines...
SUBSTITUTABLE	feature/tasks/update	compliance_type_ad	compliance_mandatory	slots: compliance_mandatory	Airworthiness Directives (AD)
SUBSTITUTABLE	feature/tasks/update	compliance_type_ad_full	compliance_mandatory	slots: compliance_mandatory	AD (Airworthiness Directive)
SUBSTITUTABLE	feature/tasks/update	compliance_type_sb	compliance_advisory	slots: compliance_advisory	Service Bulletins (SB)
SUBSTITUTABLE	feature/tasks/update	compliance_type_sb_full	compliance_advisory	slots: compliance_advisory	SB (Service Bulletin)
SUBSTITUTABLE	feature/tasks/update	component_type_description	component	slots: component	Select the primary system or component this task pertains to for accurate log grouping.
SUBSTITUTABLE	feature/tasks/update	create_work_log	log	slots: log	Create Work Log
SUBSTITUTABLE	feature/tasks/update	create_work_log_subtitle	log	slots: log	Opens a new log, pre-linked to this task
SUBSTITUTABLE	feature/tasks/update	link_to_task	task	slots: task	Link to maintenance task
SUBSTITUTABLE	feature/tasks/update	no_tasks_configured	thing	slots: thing	No tasks configured. Add them from the aircraft overview to track recurring maintenance.
SUBSTITUTABLE	feature/tasks/update	reference_and_component	component	slots: component	%1$s • %2$s
SUBSTITUTABLE	feature/tasks/update	task_identity_description	component	slots: component	Define the core name and component category for this maintenance requirement.
SUBSTITUTABLE	feature/tasks/update	task_title	task	slots: task	Maintenance Task Title
SUBSTITUTABLE	feature/tasks/viewing	critical_airworthiness	compliance_mandatory	slots: compliance_mandatory	URGENT ATTENTION REQUIRED
SUBSTITUTABLE	feature/tasks/viewing	maintenance_due_subtitle	task	slots: task	Maintenance tasks pending
SUBSTITUTABLE	feature/technician/sharedassets	add_technician	technician	slots: technician	Add Technician
SUBSTITUTABLE	feature/technician/sharedassets	delete_technician	technician	slots: technician	Delete Technician
SUBSTITUTABLE	feature/technician/sharedassets	delete_technician_confirmation	technician	slots: technician	Are you sure you want to delete this technician? This will prevent them from being added to future logs, but it will not remove them from past logs.
SUBSTITUTABLE	feature/technician/sharedassets	duplicates_prompt_title	technician	slots: technician	Some technicians look like the same person
SUBSTITUTABLE	feature/technician/sharedassets	duplicates_review_body	technician	slots: technician	Merging deletes the duplicate entries. It changes only who you can pick from here — logs you have already signed keep the technician they recorded.
SUBSTITUTABLE	feature/technician/sharedassets	edit_technician	technician	slots: technician	Update Technician
SUBSTITUTABLE	feature/technician/sharedassets	empty_technicians_desc	technician	slots: technician	You haven't added any technicians yet. Add one to keep track of who performs your maintenance.
SUBSTITUTABLE	feature/technician/sharedassets	empty_technicians_title	technician	slots: technician	No Technicians
SUBSTITUTABLE	feature/technician/sharedassets	linked_technician_info_body	technician;thing	slots: technician, thing	This profile comes from an aircraft you share. It’s kept up to date by the person it belongs to, so you can’t edit or delete it here — but you can select them when logging maintenance.
SUBSTITUTABLE	feature/technician/sharedassets	linked_technician_info_dismiss	technician	slots: technician	Got it
SUBSTITUTABLE	feature/technician/sharedassets	linked_technician_info_title	technician	slots: technician	Maintained by %1$s
SUBSTITUTABLE	feature/technician/sharedassets	linked_technicians_header	technician;thing	slots: technician, thing	Linked from shared aircraft
SUBSTITUTABLE	feature/technician/sharedassets	manage_technicians	technician	slots: technician	Technician Profiles
SUBSTITUTABLE	feature/technician/sharedassets	my_technicians_header	technician	slots: technician	My technicians
SUBSTITUTABLE	feature/technician/sharedassets	no_technicians	technician	slots: technician	No technicians added yet.
SUBSTITUTABLE	feature/technician/sharedassets	select_technician	technician	slots: technician	Select Technician
SUBSTITUTABLE	feature/technician/sharedassets	technician	technician	slots: technician	Technician
SUBSTITUTABLE	feature/thing/dashboard	thing_load_error	thing	slots: thing	Couldn't load this aircraft
SUBSTITUTABLE	feature/thing/dashboard	overview_no_logs_body	thing	slots: thing	Add the first maintenance entry to start the aircraft record.
SUBSTITUTABLE	feature/thing/dashboard	overview_no_squawks_body	squawk;thing	slots: squawk, thing	No active discrepancies for this aircraft.
SUBSTITUTABLE	feature/thing/dashboard	overview_open_squawks	squawk	slots: squawk	Open squawks
SUBSTITUTABLE	feature/thing/update	delete_thing	thing	slots: thing	Delete Aircraft?
SUBSTITUTABLE	feature/thing/update	delete_thing_member_plural	thing	slots: thing	people will
SUBSTITUTABLE	feature/thing/update	delete_thing_member_singular	thing	slots: thing	person will
SUBSTITUTABLE	feature/thing/update	delete_thing_shared_warning	thing	slots: thing	%1$d other %2$s lose access to this aircraft and its records.
SUBSTITUTABLE	feature/thing/update	tail_number	thing	slots: thing	Tail Number
SUBSTITUTABLE	feature/thing/update	update_thing	thing	slots: thing	Update Aircraft
